movie title,Cleaned_Overview
Pieces of a Woman,young mothers home birth ends unfathomable tragedy begins yearlong odyssey mourning fractures relationships loved ones deeply personal story woman learning live alongside loss
Wild at Heart,young lovers sailor lula run variety weirdos lulas mom hired kill sailor
What Ever Happened to Baby Jane?,child star torments paraplegic sister decaying hollywood mansion
The Lives of Others,1984 east berlin agent secret police conducting surveillance writer lover finds increasingly absorbed lives
The Ballad of Buster Scruggs,tales life violence old west following singing gunslinger bank robber traveling impresario elderly prospector wagon train perverse pair bounty hunters
The Favourite,early 18thcentury england status quo court is upset new servant arrives endears frail queen anne
Magic Mike XXL,years mike bowed stripper life game remaining kings tampa hit road myrtle beach one blowout performance
Vicky Cristina Barcelona,friends summer holiday spain enamored painter unaware exwife tempestuous relationship is reenter picture
The Ghost and Mrs. Muir,1900 young widow finds seaside cottage is haunted forms unique relationship ghost
Groundhog Day,selfcentered pittsburgh weatherman finds inexplicably trapped small town as lives day
Straight Outta Compton,rap group nwa emerges mean streets compton los angeles california mid1980s revolutionizes hip hop culture music tales life hood
Cats,tribe cats called jellicles decide yearly one ascend heaviside layer come new jellicle life
Cats,cat named blanket lives city son cape one day cape decides leave home embarks adventure legendary cats paradise son blanket overcome fear reconcile past
The Graduate,disillusioned college graduate finds torn older lover daughter
Spring Breakers,college girls hold restaurant order fund spring break vacation partying drinking taking drugs are arrested bailed drug arms dealer
Birdman or (The Unexpected Virtue of Ignorance),washedup superhero actor attempts revive fading career writing directing starring broadway production
Closer,relationships couples complicated deceitful man one couple meets woman
Antlers,isolated oregon town middleschool teacher sheriff brother embroiled enigmatic student dark secrets lead terrifying encounters ancestral creature
Million Dollar Baby,determined woman works hardened boxing trainer professional
I Care a Lot,crooked legal guardian who drains savings elderly wards meets match woman tries swindle turns appears
Into the Woods,witch tasks childless baker wife procuring magical items classic fairy tales reverse curse family tree
Glass,security guard david dunn uses supernatural abilities track kevin wendell crumb disturbed man who twentyfour personalities
Hostiles,1892 legendary army captain reluctantly agrees escort cheyenne chief family dangerous territory
Flight,airline pilot saves passengers malfunctioning airliner eventually crashed investigation accident reveals troubling
Labor Day,depressed single mom adele son henry offer wounded fearsome man ride as police search town escaped convict mother son gradually learn true story as options increasingly limited
The Marksman,rancher arizona border unlikely defender young mexican boy desperately fleeing cartel assassins whove pursued
Antichrist,grieving couple retreat cabin woods hoping repair broken hearts troubled marriage nature takes course things bad worse
Darkest Hour,1940 fate world war ii hangs winston churchill who decide negotiate adolf hitler fight knowing mean end british empire
Valkyrie,dramatization july 20 1944 assassination political coup plot desperate renegade german army officers adolf hitler world war ii
As Good as It Gets,single mother waitress misanthropic author gay artist form unlikely friendship artist is assaulted robbery
Apollo 13,nasa devise strategy return apollo 13 earth safely spacecraft undergoes massive internal damage putting lives astronauts board jeopardy
I'm Charlie Walker,true story one desperate man armed charm wits takes racist san francisco corporation 1971
True Grit,stubborn teenager enlists help tough marshal track fathers murderer
In the Heights,film version broadway musical usnavi sympathetic new york bodega owner saves penny day as imagines sings better life
The Secret Life of Walter Mitty,colleague are lose job walter takes action embarking adventure extraordinary imagined
Gangs of New York,1862 amsterdam vallon returns points area new york city seeking revenge butcher fathers killer
The Butterfly Effect,evan treborn suffers blackouts significant events life as grows finds way remember lost memories supernatural way alter life reading journal
Sexy Beast,brutal gangster don logan recruits retired safecracker gal one job goes badly
Cloud Atlas,exploration actions individual lives impact one past present future as one soul is shaped killer hero act kindness ripples centuries inspire revolution
This Is Where I Leave You,father passes away grown siblings are forced return childhood home live roof week oversharing mother assortment spouses exes mighthavebeens
Jackie Brown,flight attendant criminal past gets nabbed fbi smuggling pressure informant drug dealer works way secure future getting killed
Shame,sex addicts carefully cultivated private life falls apart sister arrives indefinite stay
Hunt for the Wilderpeople,national manhunt is ordered rebellious kid foster uncle who missing wild new zealand bush
Witness,young amish boy is sole witness murder visiting philadelphia mother police detective john book tries protect boy attempt books life forces hiding amish country
Slumdog Millionaire,mumbai teenager reflects life accused cheating indian version who wants millionaire
The Greatest Game Ever Played,1913 open twentyyearold francis ouimet played golf idol 1900 open champion englishman harry vardon
Lawrence of Arabia,story te lawrence english officer who successfully united led diverse warring arab tribes world war order fight turks
8 Mile,young rapper struggling aspect life wants make big friends foes make odyssey rap harder
Fantastic Mr. Fox,urbane fox resist returning farm raiding ways help community survive farmers retaliation
Love Story,boy girl different backgrounds fall love regardless upbringing tragedy strikes
The Phantom of the Opera,young soprano obsession disfigured murderous musical genius who lives beneath paris opéra house
Things Heard & Seen,artist relocates hudson valley begins suspect marriage sinister darkness one rivals new homes history
Minamata,war photographer w eugene smith travels japan documents devastating effect mercury poisoning coastal communities
Nude Tuesday,suburban couple goes newage retreat as ditch attempt save marriage path reconnection is riddled hilarity humiliation as seek
Gerald's Game,couple tries spice marriage remote lake house husband dies unexpectedly wife is left handcuffed bed frame fight survive break free
Gifted,frank single man raising child prodigy niece mary is drawn custody battle mother
Mothering Sunday,maid living postworld war england secretly plans meet man loves leaves marry woman
Primal Fear,altar boy is accused murdering priest truth is buried layers deep
Moon,astronaut sam bell quintessentially personal encounter end threeyear stint moon working alongside computer gerty sends earth parcels resource helped diminish planets power problems
Nomadland,woman sixties losing great recession embarks journey american west living as vandwelling modernday nomad
Fatal Attraction,married mans onenight stand comes haunt lover begins stalk family
Michael Clayton,law firm brings fixer remedy situation lawyer breakdown representing chemical company knows is guilty multibilliondollar class action suit
The Fault in Our Stars,teenage cancer patients begin lifeaffirming journey visit reclusive author amsterdam
The Survivor,world war ii harry haft is boxer who fought peers concentration camps haunted memories tries use fighting legends as way love
In the Mouth of Madness,insurance investigator begins discovering impact horror writers books fans is inspirational
Chocolat,french woman young daughter open chocolate shop small remote village shakes rigid morality community
Funny Games,psychopathic young men family hostage cabin
Click,workaholic architect finds universal remote allows fastforward rewind different parts life complications arise remote starts overrule choices
Pretty in Pink,poor girl choose affections dating childhood sweetheart rich sensitive playboy
The Passion of the Christ,depicts final hours life jesus nazareth day crucifixion jerusalem
Friday,friday craig smokey come 200 owe local bully wont saturday
Breakfast at Tiffany's,young new york socialite interested young man who moved apartment building past threatens way
The Room,johnny is successful bank executive who lives quietly san francisco townhouse fiancée lisa one day putting aside scruple seduces johnnys best friend mark
Downsizing,social satire man realizes better life shrink inches tall allowing live wealth splendor
Wonder,based new york times bestseller movie tells incredibly inspiring heartwarming story august pullman boy facial differences who enters fifth grade attending mainstream elementary school time
Legends of the Fall,early 1900s brothers father living remote wilderness montana are affected betrayal history love nature war
First Man,look life astronaut neil armstrong legendary space mission led man walk moon july 20 1969
Memoirs of a Geisha,nitta sayuri reveals transcended fishingvillage roots one japans celebrated geisha
The Pursuit of Happyness,struggling salesman takes custody son as hes poised begin lifechanging professional career
Cyrano,selfconscious woo roxanne wordsmith cyrano bergerac helps young christian nab heart love letters
Cop Land,sheriff suburban new jersey community populated new york city police officers slowly discovers town is mob connections corruption
The Assassination of Jesse James by the Coward Robert Ford,robert ford whos idolized jesse james childhood tries hard join reforming gang missouri outlaw gradually resentful bandit leader
St. Elmo's Fire,group friends just college struggle adulthood
Punch-Drunk Love,socially frustrated barry egan calls phonesex line curb loneliness little does know land deep trouble jeopardize burgeoning romance mysterious lena
Disney's Snow White,liveaction adaptation 1937 disney animated film snow white seven dwarfs
Under the Skin,mysterious young woman seduces lonely men evening hours scotland events lead begin process selfdiscovery
The English Patient,close world war ii young nurse tends badlyburned plane crash victim past is shown flashbacks revealing involvement fateful love affair
Lansky,aging meyer lansky is investigated feds who suspect stashed away millions dollars half century retired gangster reveals untold truth life as boss national crime syndicate
Body Heat,midst searing florida heat wave woman persuades lover smalltown lawyer murder rich husband
The Lovely Bones,centers young girl who murdered watches family killer purgatory weigh desire vengeance desire family heal
Annie,spunky young orphan is taken rich eccentric chagrin cantankerous woman who runs orphanage
Cherry,cherry drifts college dropout army medic iraq anchored true love emily returning war ptsd life spirals drugs crime as struggles place world
Under the Silver Lake,sam disenchanted young man finds mysterious woman swimming apartments pool one night morning disappears sam sets la way uncovers conspiracy far bizarre
Secret Window,successful writer midst painful divorce is stalked remote lake house wouldbe scribe who accuses plagiarism
The Intern,seventyyearold widower ben whittaker discovered retirement isnt cracked seizing opportunity game senior intern online fashion site founded run jules ostin
Widows,women common debt left dead husbands criminal activities fate hands conspire forge future terms
Changeling,griefstricken mother christine collins angelina jolie takes lapd detriment tries pass obvious impostor as missing child
The Hot Spot,arriving small town drifter quickly gets trouble local authorities local women robs bank
Raging Bull,life boxer jake lamotta violence temper led ring destroyed life outside
Big,wishing big teenage boy wakes morning mysteriously body adult
Beautiful Boy,based bestselling pair memoirs father son david nic sheff beautiful boy chronicles heartbreaking inspiring experience survival relapse recovery family coping addiction years
The Lost City of Z,truelife drama centering british explorer major percival fawcett who disappeared whilst searching mysterious city amazon 1920s
It's a Wonderful Life,angel is sent heaven help desperately frustrated businessman showing life like existed
The In Between,surviving car accident took life boyfriend teenage girl believes hes attempting reconnect world
Munich: The Edge of War,british diplomat travels munich runup world war ii classmate oxford is en route is working german government
Thelma & Louise,best friends set adventure soon turns terrifying escape hunted police as girls escape crimes committed
Dogma,abortion clinic worker special heritage is called save existence humanity negated renegade angels trying exploit loophole reenter heaven
After Hours,ordinary word processor worst night life agrees visit girl soho met evening coffee shop
Easy A,cleancut high school student relies schools rumor advance social financial standing
Midnight Cowboy,naive hustler travels texas new york city seek personal fortune finding new friend process
The King's Speech,story king george vi impromptu ascension throne british empire 1936 speech therapist who helped unsure monarch overcome stammer
Leaving Las Vegas,ben sanderson hollywood screenwriter who lost alcoholism arrives las vegas drink death meets forms uneasy friendship noninterference pact prostitute sera
Jersey,cricketer who quits cricket decides revive career age 36 sons dream prove ability
Dead Man's Shoes,disaffected soldier returns hometown thugs who brutalized mentallychallenged brother years ago
Rosemary's Baby,young couple trying baby moves aging ornate apartment building central park west surrounded peculiar neighbors
Hairspray,pleasantly plump teenager tracy turnblad teaches 1962 baltimore thing integration landing spot local tv dance
Five Feet Apart,pair teenagers cystic fibrosis meet hospital fall love disease means avoid close physical contact
Sound of Metal,heavymetal drummers life is thrown freefall begins lose hearing
Misery,famous author is rescued car crash fan novels comes realize care is receiving is beginning nightmare captivity abuse
Manchester by the Sea,depressed uncle is asked care teenage nephew boys father dies
Blue Valentine,relationship contemporary married couple charting evolution span years crosscutting time periods
A Walk to Remember,north carolina teens landon carter jamie sullivan are thrown landon gets trouble is sentenced perform community service
Unbreakable,man learns extraordinary devastating accident
Revolutionary Road,young couple living connecticut suburb mid1950s struggle come terms personal problems trying raise children
Man Up,single woman takes place strangers blind date leads finding perfect boyfriend
Erin Brockovich,unemployed single mother legal assistant singlehandedly brings california power company accused polluting citys water supply
Practical Magic,witch sisters raised eccentric aunts small town face closedminded prejudice curse threatens prevent finding lasting love
The Way Back,siberian gulag escapees travel thousand miles foot freedom india
A Taste of Honey,pregnant teenage girl fend mother remarries leaving girl new male friend support
Picture of Beauty,early 20th century village painter unusual commission finds pretty girls model girls slowly come age exploring sexuality finding liberation repressed society
Hot Summer Nights,1991 sheltered teenage boy comes age wild summer spends cape cod getting rich selling pot gangsters falling love time partying eventually realizing is head
Bleed for This,inspirational story world champion boxer vinny pazienza who near fatal car crash left knowing hed walk one sports incredible comebacks
The Goldfinch,boy new york is taken wealthy family mother is killed bombing metropolitan museum art rush panic steals goldfinch painting eventually draws world crime
Burnt,adam jones is chef who destroyed career drugs diva behavior cleans returns london determined redeem spearheading restaurant gain michelin stars
Untitled Nike/Ben Affleck & Matt Damon Project,follows history shoe salesman sonny vaccaro led nike pursuit greatest athlete history sports michael jordan
The Twilight Saga: New Moon,edward leaves bella attack nearly claimed life depression falls difficult relationship time close friend jacob black
BlacKkKlansman,ron stallworth african american police officer colorado springs successfully manages infiltrate local ku klux klan branch help jewish surrogate who eventually leader based actual events
The Terminal,eastern european tourist unexpectedly finds stranded jfk airport temporary residence
Red Dragon,retired fbi agent psychological gifts is assigned help track tooth fairy mysterious serial killer aiding is imprisoned forensic psychiatrist dr hannibal cannibal lecter
Delivery Man,affable underachiever finds hes fathered 533 children anonymous donations fertility clinic 20 years ago decide come forward 142 file lawsuit reveal identity
Lie with Me,outgoing sexually aggressive young woman meets begins torrid affair equally aggressive young man affair begins bring strain personal lives
Just Like Heaven,lonely landscape architect falls spirit beautiful woman who used live new apartment
A Cure for Wellness,ambitious young executive is sent retrieve companys ceo idyllic mysterious wellness center remote location swiss alps soon suspects spas treatments are
Green Room,punk rock band is forced fight survival witnessing murder neonazi skinhead bar
Now and Then,12yearold girls grow eventful smalltown summer 1970
Against the Ice,1909 explorers fight survive theyre left denmark expedition icecovered greenland
This Is 40,pete debbie are turn 40 kids hate businesses are failing theyre verge losing house relationship is threatening fall apart
Gran Torino,disgruntled korean war veteran walt kowalski sets reform neighbor thao lor hmong teenager who tried steal kowalskis prized possession 1972 gran torino
We Are Marshall,plane crash claims lives members marshall university football team fans teams new coach surviving players try football program alive
21,21 is factbased story mit students who trained experts card counting subsequently took vegas casinos millions winnings
Cashback,painful breakup ben develops insomnia kill time starts working late night shift local supermarket artistic imagination runs wild
Scent of a Woman,prep school student needing money agrees babysit blind man job is anticipated
Mid90s,follows stevie thirteenyearold 1990sera los angeles who spends summer navigating troubled home life group new friends meets motor avenue skate shop
Taps,military cadets extreme measures ensure future academy existence is threatened local condo developers
The Beach,vacation thailand richard sets island rumored solitary beach paradise
The Last Letter from Your Lover,pair interwoven stories set past present follow ambitious journalist determined solve mystery forbidden love affair center trove secret love letters 1965
Born on the Fourth of July,biography ron kovic paralyzed vietnam war antiwar prohuman rights political activist feeling betrayed country fought
Disobedience,woman returns orthodox jewish community shunned attraction female childhood friend passions reignite as explore boundaries faith sexuality
Resurrection,margarets life is order is capable disciplined successful is control is david returns carrying horrors margarets past
The Disaster Artist,greg sestero aspiring film actor meets weird mysterious tommy wiseau acting class form unique friendship travel hollywood make dreams come true
Boyhood,life mason early childhood arrival college
The Lodge,soontobe stepmom is snowed fiancés children remote holiday village just as relations begin thaw trio strange frightening events place
Mrs. Doubtfire,bitter divorce actor disguises as female housekeeper spend time children held custody wife
The Royal Tenenbaums,eccentric members dysfunctional family reluctantly gather roof various reasons
Lincoln,as american civil war continues rage americas president struggles continuing carnage battlefield as fights inside cabinet decision emancipate slaves
Fighting with My Family,wrestler family make living performing small venues country kids dream joining world wrestling entertainment
Waiting for the Barbarians,isolated frontier outpost colonial magistrate suffers crisis conscience army colonel arrives looking interrogate locals impending uprising using cruel tactics horrify magistrate
Black Snake Moan,godfearing bluesman takes wild young woman who as victim childhood sexual abuse looks love quite finding
Bridge to Terabithia,preteens life turns upside befriends new girl school imagine new fantasy world escape reality
Being John Malkovich,puppeteer discovers portal leads literally head movie star john malkovich
How Do You Know,cut usa softball team feeling bit past prime lisa finds evaluating life middle love triangle as corporate guy crisis competes current baseballplaying beau
Ardh,shiva struggles mainstream actor mumbai despite theatre actor help wife madhu disguises as transgender begs money survive
Run Hide Fight,17yearold zoe hull uses wits survival skills compassion fight life fellow classmates group livestreaming school shooters
The Bridge on the River Kwai,british pows are forced build railway bridge river kwai japanese captors occupied burma knowing allied forces are planning daring commando raid jungle destroy
The Florida Project,set one summer film follows precocious sixyearold moonee as courts mischief adventure ragtag playmates bonds rebellious caring mother living shadows walt disney world
Citizen Kane,following death publishing tycoon charles foster kane reporters scramble uncover meaning final utterance rosebud
Sid and Nancy,relationship sid vicious bassist british punk group sex pistols girlfriend nancy spungen is portrayed
Something's Gotta Give,swinger cusp senior citizen taste young women falls love accomplished woman closer age
Reign Over Me,man who lost family september 11 attack new york city runs old college roommate rekindling friendship is one thing appears able help man recover grief
Empire Records,twentyfour hours lives young employees empire records grow young adults thanks manager face store joining chain store strict rules
The Last Picture Show,1951 group high schoolers come age bleak isolated atrophied north texas town is slowly dying culturally economically
The Lake House,lonely doctor who occupied unusual lakeside house begins exchange love letters resident frustrated architect try unravel mystery extraordinary romance late
Deadly Friend,friend is killed abusive father new kid town attempts save implanting robotic microchip brain
A.I. Artificial Intelligence,highly advanced robotic boy longs real regain love human mother
Ghost,young man is murdered spirit stays warn lover impending danger help reluctant psychic
Mr. Nobody,boy stands station platform as train is leave mother stay father infinite possibilities arise decision as long as doesnt choose is possible
Life of Pi,young man who survives disaster sea is hurtled epic journey adventure discovery cast away forms unexpected connection survivor fearsome bengal tiger
The Forgiven,forgiven takes place weekend high atlas mountains morocco explores reverberations random accident lives local muslims western visitors house party grand villa
Happiest Season,holiday romantic comedy captures range emotions tied wanting familys acceptance true trying ruin christmas revealing nasty secret
Flashdance,pittsburgh woman jobs as welder exotic dancer wants ballet school
Contagion,healthcare professionals government officials everyday people midst pandemic as cdc works cure
The Theory of Everything,look relationship famous physicist stephen hawking wife
Pleasantville,1990s teenage siblings 1950s sitcom influence begins profoundly change complacent world
The Edge of Seventeen,highschool life gets unbearable nadine best friend krista starts dating older brother
The Guernsey Literary and Potato Peel Pie Society,aftermath world war ii writer forms unexpected bond residents guernsey island decides write book experiences war
The Aviator,biopic depicting early years legendary director aviator howard hughes career late 1920s mid 1940s
Across the Universe,music beatles vietnam war form backdrop romance upperclass american girl poor liverpudlian artist
The Miseducation of Cameron Post,1993 teenage girl is forced gay conversion therapy center conservative guardians
The Electrical Life of Louis Wain,english artist louis wain rises prominence end 19th century surreal cat paintings reflect declining sanity
Doctor Zhivago,life russian physician poet who married falls love political activists wife experiences hardship world war october revolution
Enter the Void,american drug dealer living tokyo is betrayed best friend killed drug deal soul observing repercussions death seeks resurrection
Lucas,socially inept fourteenyearold experiences heartbreak time best friends cappie olderbrother figure maggie new girl is love fall
High Plains Drifter,gunfighting stranger comes small settlement lago is hired bring townsfolk attempt hold outlaws who are way
Dogville,woman run mob is reluctantly accepted small colorado community exchange labor search visits town finds support price
Coach Carter,controversy surrounds high school basketball coach ken carter benches entire team breaking academic contract
Phantom Thread,set 1950s london reynolds woodcock is renowned dressmaker fastidious life is disrupted young strongwilled woman alma who muse lover
Eighth Grade,introverted teenage girl tries survive week disastrous eighth grade year leaving start high school
Contact,dr ellie arroway years searching finds conclusive radio proof extraterrestrial intelligence sending plans mysterious machine
Naked,unemployed mancunian vents rage unsuspecting strangers as embarks nocturnal london odyssey
Close Encounters of the Third Kind,roy neary indiana electric lineman finds quiet ordinary daily life turned upside close encounter ufo spurring obsessed crosscountry quest answers as momentous event approaches
The Boat,claustrophobic world wwii german uboat boredom filth sheer terror
The Boat,lone fisherman encounters seemingly abandoned yacht eerie fog bank whilst trying right thing inexplicable terrifying nightmare begins
Melancholia,sisters strained relationship challenged as mysterious new planet threatens collide earth
Malicious,widower sons infatuated beautiful housekeeper set seduce using unique methods
Malicious,brief encounter beautiful stranger college athlete gets bargained obsessed stopping destroy life
The Nightingale,set 1825 clare young irish convict woman chases british officer rugged tasmanian wilderness bent revenge terrible act violence committed family way enlists services aboriginal tracker named billy who is read
The Trial of the Chicago 7,story 7 people trial stemming various charges surrounding uprising 1968 democratic national convention chicago illinois
To Kill a Mockingbird,atticus finch widowed lawyer depressionera alabama defends black man undeserved rape charge children prejudice
State of Play,congressional aide is killed washington dc journalist starts investigating case involving representative old college friend
Remember Me,romantic drama centered new lovers tyler parents split wake brothers suicide ally who lives day fullest witnessing mothers murder
No One Gets Out Alive,immigrant search american dream who forced room boarding house finds nightmare escape
The Boy Next Door,woman separated unfaithful husband falls younger man who moved door torrid affair soon takes dangerous turn
The Rainmaker,underdog lawyer takes fraudulent insurance company
Umma,amanda daughter live quiet life american farm remains estranged mother arrive korea amanda haunted fear turning mother
Offseason,receiving mysterious letter woman travels desolate island town soon trapped nightmare
The Thin Red Line,adaptation james jones autobiographical 1962 novel focusing conflict guadalcanal second world war
Before Sunset,years jesse celine met encounter french leg jesses book tour
The Switch,seven years fact man comes realization sperm donor best friends boy
Up in the Air,ryan bingham enjoys living suitcase job travelling country firing people finds lifestyle threatened presence potential love new hire presenting new business model
Boyz n the Hood,follows lives young males living crenshaw ghetto los angeles dissecting questions race relationships violence future prospects
A Bronx Tale,father worried local gangster befriends son bronx 1960s
The Boy in the Striped Pajamas,innocent eyes bruno eightyearold son commandant german concentration camp forbidden friendship jewish boy camp fence startling unexpected consequences
Nitram,events leading 1996 port arthur massacre tasmania attempt understand atrocity occurred
Nymphomaniac: Vol. II,continuation joes sexually dictated life delves darker aspects adulthood obsessions led seligmans care
Armageddon Time,comingofage story growing queens 1980s
Four Weddings and a Funeral,course social occasions committed bachelor consider notion discovered love
"I, Tonya",competitive ice skater tonya harding rises ranks figure skating championships future activity is thrown doubt exhusband intervenes
Brimstone,moment new reverend climbs pulpit liz knows family are great danger
Never Let Me Go,lives friends early school days young adulthood reality world live comes knocking
The Players Club,woman contend rival strippers boss attempt make legitimate living
Menace II Society,young street hustler attempts escape rigors temptations ghetto quest better life
The Founder,story ray kroc salesman who turned brothers innovative fast food eatery mcdonalds biggest restaurant business world combination ambition persistence ruthlessness
Far and Away,young irish couple flee states subsequently struggle obtain land prosper freely
Life as We Know It,single adults caregivers orphaned girl mutual best friends die accident
The Girl on the Train,divorcee entangled missing persons investigation promises send shockwaves life
The Twilight Saga: Breaking Dawn - Part 1,quileutes close expecting parents edward bella unborn child poses threat wolf pack towns people forks
Creed III,installment creed franchise
Eastern Promises,teenager who dies childbirth leaves clues journal tie child rape involving violent russian mob family
The Other Boleyn Girl,sisters contend affection king henry viii
Carlito's Way,puerto rican convict just released prison pledges stay away drugs violence despite pressure lead better life outside nyc
My Fair Lady,1910s london snobbish phonetics professor henry higgins agrees wager make crude flower girl eliza doolittle presentable high society
The Road,dangerous postapocalyptic world ailing father defends son as slowly travel sea
The Road,carefree girl is sold traveling entertainer consequently enduring physical emotional pain way
Shithouse,lonely college freshman forges strong connection resident assistant fraternity party
Toolsidas Junior,watching father lose 1994 club snooker championship 13yearold midi takes impossible journey bring fathers winners board
Possession,woman starts exhibiting increasingly disturbing behavior asking husband divorce suspicions infidelity soon way sinister
To All the Boys I've Loved Before,teenage girls secret love letters are exposed wreak havoc love life
He's Just Not That Into You,baltimoreset movie interconnecting story arcs deals challenges reading misreading human behavior
Alpha Dog,johnny pals kidnap jakes 15yearold brother zach assign buddy frankie zachs minder develop brotherly friendship zach parties captors as things begin spin control
The Big Sick,pakistanborn comedian kumail nanjiani grad student emily gardner fall love struggle as cultures clash emily contracts mysterious illness kumail finds forced face feisty parents familys expectations true feelings
"Good Morning, Vietnam",1965 unorthodox irreverent dj named adrian cronauer begins shake things is assigned armed services radio station vietnam
An Officer and a Gentleman,young man complete work navy officer candidate school aviator help tough gunnery sergeant new girlfriend
Draft Day,nfl draft general manager sonny weaver opportunity rebuild team trades number one pick decide hes willing sacrifice lifechanging day young men nfl dreams
Excalibur,merlin magician helps arthur pendragon unite britons round table camelot as dark forces conspire tear apart
Lion,fiveyearold indian boy is adopted australian couple getting lost hundreds kilometers home 25 years later sets lost family
Do the Right Thing,hottest day year street bedfordstuyvesant section brooklyn everyones hate bigotry smolders builds explodes violence
The Post,coverup spanning presidents pushes countrys female newspaper publisher editor join unprecedented battle press government
Perfume: The Story of a Murderer,jeanbaptiste grenouille born superior olfactory sense creates worlds finest perfume work takes dark turn as searches ultimate scent
The Piano,mid19th century mute woman is sent new zealand young daughter prized piano arranged marriage farmer is soon lusted farm worker
Marie Antoinette,retelling frances iconic illfated queen marie antoinette betrothal marriage louis xvi 14 reign as queen 19 end reign as queen ultimately fall versailles
Anna Karenina,late19thcentury russian high society st petersburg aristocrat anna karenina enters lifechanging affair dashing count alexei vronsky
Walk the Line,chronicle country music legend johnny cashs life early days arkansas cotton farm rise fame sun records memphis recorded alongside elvis presley jerry lee lewis carl perkins
P.S. I Love You,young widow discovers late husband left 10 messages intended help ease pain start new life
The Man Who Fell to Earth,alien pose as human save dying planet woman greed men create complications
Tinker Tailor Soldier Spy,bleak days cold war espionage veteran george smiley is forced semiretirement uncover soviet agent mi6
Antebellum,successful author veronica henley finds trapped horrifying reality uncover mindbending mystery late
Awakenings,victims encephalitis epidemic years ago catatonic new drug offers prospect reviving
The Woman in the Window,agoraphobic woman living new york begins spying new neighbors witness disturbing act violence
Dog Day Afternoon,amateur bank robbers plan hold bank nice simple robbery walk money run unfortunately supposedly uncomplicated heist suddenly bizarre nightmare as wrong does
The Longest Ride,lives young couple intertwine older man as reflects past love
Striptease,stripper single mother gets dragged dangerous situation congressman takes fancy
Love & Mercy,60s beach boys leader brian wilson struggles emerging psychosis as attempts craft avantgarde pop masterpiece 80s hes broken confused man 24hour watch shady therapist dr eugene landy
High Fidelity,rob record store owner compulsive list maker recounts breakups including one progress
Stargirl,unassuming high schooler finds inexplicably drawn freespirited new girl unconventional ways change themselvesand
The Free Fall,attempting life young woman wrestle overbearing husband
How to Please a Woman,allmale housecleaning business gets control mature woman embrace sexuality is make new life
Jackie,following assassination president john f kennedy lady jacqueline kennedy fights grief trauma regain faith console children define husbands historic legacy
The Cable Guy,lonely mentally disturbed cable guy raised television just wants new friend target designer rejects bad consequences
Lady Macbeth,19thcentury rural england young bride who sold marriage discovers unstoppable desire as enters affair worker estate
Haunted Mansion,single mom named gabbie hires tour guide psychic priest historian help exorcise newly bought mansion discovering is inhabited ghosts
The Woman in Black,young solicitor travels remote village discovers vengeful ghost scorned woman is terrorizing locals
Firebird,firebird follows handsome soulful young soldier who embarks clandestine sexual affair charismatic fighter pilot soviet air force base height 1970s communist rule
Solace,psychic john clancy sir anthony hopkins works fbi order hunt serial killer
Sleepless in Seattle,recently widowed mans son calls radio talkshow attempt father partner
Christopher Robin,workingclass family man christopher robin encounters childhood friend winniethepooh who helps rediscover joys life
Slap Shot,failing ice hockey team finds success outrageously violent hockey goonery
Burn After Reading,disk containing mysterious information cia agent ends hands unscrupulous daft gym employees who attempt sell
Make Up,remote holiday park cornwall young woman is drawn mysterious obsession suspects boyfriend cheated
Rabbit Hole,life happy couple is turned upside young son dies accident
The Snowman,detective harry hole investigates disappearance woman scarf is wrapped ominouslooking snowman
Holy Spider,journalist descends dark underbelly iranian holy city mashhad as investigates serial killings sex workers called spider killer who believes is cleansing streets sinners
Swingers,wannabe actor hard time moving breakup is lucky supportive friends
The Prince of Egypt,egyptian prince moses learns identity as hebrew destiny chosen deliverer people
Dirty Little Secret,follows lucy who painfully isolated peers years refuses let near house hide family secret overwhelming mountain hoarded items house
The House,different eras poor family anxious developer fedup landlady tied mysterious house animated dark comedy
Marrowbone,young man younger siblings who kept secret death beloved mother order remain are plagued sinister presence sprawling manor live
Zola,stripper named zola embarks wild road trip florida
Inherent Vice,1970 drugfueled los angeles private investigator larry doc sportello investigates disappearance girlfriend
The Square,prestigious stockholm museums chief art curator finds times professional personal crisis as attempts set controversial new exhibit
Before Midnight,meet jesse celine years greece decades passed meeting train bound vienna
Corpse Bride,shy groom practices wedding vows inadvertent presence deceased young woman rises grave assuming married
Being the Ricardos,follows lucy desi as face crisis end careers end marriage
Gone Baby Gone,boston area detectives investigate little girls kidnapping ultimately turns crisis professionally personally
A Passage to India,cultural mistrust false accusations doom friendship british colonial india indian doctor englishwoman engaged marry city magistrate english educator
The Client,young boy who witnessed suicide mafia lawyer hires attorney protect district attorney tries use mob family
Foxcatcher,olympic wrestling champions brothers mark schultz dave schultz join team foxcatcher led eccentric multimillionaire john du pont as train 1988 olympic games seoul south korea johns selfdestructive behavior threatens consume
"Extremely Wicked, Shockingly Evil and Vile",chronicle crimes ted bundy perspective liz longtime girlfriend who refused believe truth years
Mask,teenager massive facial skull deformity biker gang mother attempt live as normal life as possible circumstances
One Day,spending night night college graduation dexter emma are shown year date are lives are day
Brazil,bureaucrat dystopic society enemy state as pursues woman dreams
Carol,aspiring photographer develops intimate relationship older woman 1950s new york
Second Act,big box store worker reinvents life lifestory shows madison avenue street smarts
